,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
3426,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,290265
3429,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,94690
3430,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,210619
3434,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,217699
3435,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,353982
3437,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,257522
3438,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,211061
3440,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,318584
3441,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,198230
3442,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,295575
3444,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,74955
3445,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,367256
3446,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,166371
3449,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,162831
3450,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176106
3454,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,188495
3455,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,84070
3456,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,402654
3459,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,123893
3462,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207522
3463,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,175221
3465,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,145628
3466,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,314159
3471,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276991
3472,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,235840
3473,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,300884
3474,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,281415
3478,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,88495
3479,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,247787
3480,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,204424
3481,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,264424
3482,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,176991
3483,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,97345
3484,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,94690
3487,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,133628
3489,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,88495
3490,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,400884
3494,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,362831
3496,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346902
3497,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,139823
3498,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,89380
3499,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,158407
3500,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,319469
3501,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,150442
3502,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1085,515044
3504,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,252212
3505,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,260619
3508,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,75221
3510,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,179646
3513,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,55752
3514,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184070
3515,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,263716
3516,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,365486
3518,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,343362
3520,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,526548
3521,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,265486
3522,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135398
3523,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,151327
3528,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,181415
3529,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,253982
3530,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,484955
3531,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123008
3532,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,225663
3534,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,99115
3536,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,265486
3538,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,151769
3541,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,247787
3542,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,325663
3543,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,246902
3544,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113274
3545,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,557522
3548,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,193805
3549,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,66371
3555,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,296460
3556,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,362831
3557,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,256637
3558,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,345132
3559,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,176991
3561,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,334513
3563,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,185840
3564,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,140265
3565,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,242477
3571,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,236725
3572,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,339035
3574,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,131858
3575,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,154867
3576,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,245132
3579,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,72566
3585,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,270796
3586,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,336283
3589,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,203539
3590,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,224778
3592,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,333628
3593,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262920
3597,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,203539
3603,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,262831
3604,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,238938
3605,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,319469
3609,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,304424
3610,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,281415
3611,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,233185
3615,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,181415
3616,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,299115
3619,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,126548
3620,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,106194
3621,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,181415
3622,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,347787
3624,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,59292
3625,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,34070
3626,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,283185
3627,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,243362
3629,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,256637
3633,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,387610
3634,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,214159
3637,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,230088
3640,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,156637
3641,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,320353
3643,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,411504
3644,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,230088
3646,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,206194
3648,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,314159
3649,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,453982
3651,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,141592
3653,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,59911
3655,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,283185
3657,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,184070
3659,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,123893
3663,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,388495
3664,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,115044
3665,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,219911
3667,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169026
3668,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,180973
3671,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,267699
3672,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,320353
3674,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,273893
3677,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,307079
3678,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,429203
3681,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,288495
3683,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,272566
3684,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,253097
3686,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380
3688,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,344247
3689,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,314159
3691,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,327433
3692,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,405309
3695,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,87610
3696,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,223008
3700,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,147787
3702,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,344247
3704,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,181415
3705,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,290707
3713,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,201769
3715,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,345132
3716,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,166371
3720,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,423619
3724,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1088,442477
3725,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,157079
3726,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,166371
3727,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,269911
3730,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,131858
3731,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,240707
3733,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,241592
3738,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,300000
3739,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,283185
3741,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,104424
3742,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361061
3744,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,291247
3747,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,345132
3748,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310079
3753,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,155752
3754,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,84955
3756,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159734
3757,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,101769
3760,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,281415
3761,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,314159
3762,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,61946
3763,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,471238
3764,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,253982
3766,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,126991
3767,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,230088
3768,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,143362
3769,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,223008
3771,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,378053
3774,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,85840
3777,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,210619
3781,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,422123
3782,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,336283
3784,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,128318
3785,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,234513
3788,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,141592
3789,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,251327
3793,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,278761
3795,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,644,287610
3796,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,238938
3797,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,307522
3798,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,196389
3800,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,180530
3801,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,226991
3807,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,123008
3811,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,69469
3812,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,272566
3813,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,252212
3814,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,132743
3816,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,253097
3819,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,190265
3820,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,225663
3827,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,200522
3831,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,122389
3834,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,246017
3835,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,305309
3837,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,126548
3838,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,335398
3839,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,300884
3840,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,220265
3843,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,300884
3845,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,319469
3846,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,246902
3847,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,344247
3851,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,62831
3852,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,252212
3853,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,196460
3854,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,338938
3860,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,71681
3861,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,214159
3862,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,119292
3864,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,140707
3867,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,209734
3869,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,262831
3870,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,283185
3872,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,160637
3873,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,141592
3874,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,351327
3878,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,163539
3880,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,254867
3882,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,272566
3884,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,210619
3885,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,243362
3887,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,839,353982
3890,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,389380
3891,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,259292
3892,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,350442
3895,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,301327
3896,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,224690
3897,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,369911
3901,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,292035
3902,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,205752
3903,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218141
3904,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,336283
3905,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,112389
3907,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,378761
3908,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,255752
3910,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,100884
3911,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,141592
3912,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,141592
3913,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,202654
3915,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,287610
3916,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,407079
3917,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,396460
3922,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,141592
3926,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,163716
3928,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,53097
3932,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,198230
3936,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,295575
3939,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,513274
3940,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,194690
3942,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,221238
3943,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,128318
3944,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,284955
3946,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,184070
3949,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,556637
3950,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,146017
3954,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,143805
3955,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,261061
3964,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,110176
3966,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,529203
3967,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,279646
3972,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,64159
3975,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,81415
3976,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,185840
3977,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,383716
3979,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,115929
3981,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,107964
3982,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,221238
3984,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,153097
3991,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,402654
